id,part,ok,fps,width,height,frames,duration_s,codec,error
0f01ce872072d847d87c1f771a580dee,0007,True,25.0,1920,1080,747,29.88,h264,
0f2d4aa33b2ccf3e83a088b207a58424,0003,True,25.0,1920,1080,750,30.0,h264,
0f63ab6a9086e802f7078438a78b9106,0004,True,25.0,1280,720,741,29.64,h264,
0f98af06b8d24a21dea6f4e2779491df,0004,True,25.0,1920,1080,742,29.68,h264,
0fa1f91112397d289b34fa0b0d7c8fdc,0002,True,25.0,1920,1080,748,29.92,h264,
0fb86ade0406e927454adad090c1442f,0005,True,25.0,1920,1080,746,29.84,h264,
0fcdccd73c3796ded936c065f031f9b5,0005,True,25.0,1920,1080,729,29.16,h264,
10033f55154f0dc2b37dcec563563f3f,0003,True,25.0,1920,1080,745,29.8,h264,
10302188727456683ca650f1f77e56bc,0005,True,25.0,1280,720,743,29.72,h264,
10b85758b6ee2d79ce7179220f02b4eb,0007,True,25.0,1280,720,745,29.8,h264,
10ef0c2d72e3f37cdd3795b2efdc87f8,0001,True,25.0,1920,1080,740,29.6,h264,
10f63a22f9d64f7913a67b92cf391cbd,0005,True,25.0,1920,1080,735,29.4,h264,
113e06e5ca04ec3d7ac2de32cf93d7d1,0005,True,25.0,1920,1080,744,29.76,h264,
11abd53ca85a81f3dbc57d3270e5ccef,0006,True,25.0,1280,720,727,29.08,h264,
11ef68871e7871e38b5e8cb3117d7211,0004,True,25.0,1280,720,728,29.12,h264,
1231b98be60862e3f452cf428fa49d99,0006,True,25.0,1920,1080,745,29.8,h264,
126793c873bb286531bfc6565e604a98,0006,True,25.0,1920,1080,734,29.36,h264,
14b2e1a4b9534b4bb3e8b2ff52515d45,0005,True,25.0,1280,720,746,29.84,h264,
157a16967c0d5ee0938973ee40bf5001,0006,True,25.0,1920,1080,739,29.56,h264,
15e8e93f9ffa1c5b2dcdbc18e6a1bc7a,0003,True,25.0,1920,1080,750,30.0,h264,
1614c8f05c8dc7c9726ca9409ed5a754,0004,True,25.0,1920,1080,739,29.56,h264,
16a20d931281724f69f8d9a95ca0b1b4,0001,True,25.0,1920,1080,750,30.0,h264,
16b4a85aadba4b1bd696f8e583fa7968,0005,True,25.0,1920,1080,742,29.68,h264,
16c2f8c656c1cc42b0dd70b991226b8b,0002,True,25.0,1920,1080,746,29.84,h264,
17114110c66fa81d2e900366710c6002,0007,True,25.0,1280,720,731,29.24,h264,
173aae33e88a96def7bc4dd23a6a49bc,0002,True,25.0,1280,720,750,30.0,h264,
17aa72261aa92d7a6a0905e617dbb8bc,0004,True,25.0,1920,1080,749,29.96,h264,
182f242e6ae729f14514218b65a09c08,0001,True,25.0,1920,1080,737,29.48,h264,
1836db81c6d9c7d8cf9acfe78583734f,0007,True,25.0,1280,720,728,29.12,h264,
189076fdeeee35dd5fc0d46826d6980d,0007,True,25.0,1920,1080,740,29.6,h264,
18c047af0b995b7303bbed102a13339c,0007,True,25.0,1920,1080,743,29.72,h264,
191673a91dec34935d0cce3e4499408a,0001,True,25.0,1280,720,730,29.2,h264,
1925034217f326d7f0c5e321fb007a50,0004,True,25.0,1920,1080,731,29.24,h264,
1a3e6c636ab7f5dfff9418d1323d56e8,0006,True,25.0,1280,720,737,29.48,h264,
1a5d959cb7c649865f26871623d5ab09,0003,True,25.0,1920,1080,729,29.16,h264,
1a6de2d182f6d79190d8b1de2e1a78af,0006,True,25.0,1920,1080,732,29.28,h264,
1a8ac5a44d0d33f8bf26947af509b271,0002,True,25.0,1280,720,748,29.92,h264,
1b1a7595ac46d7255341a00967c2d31c,0007,True,25.0,1920,1080,747,29.88,h264,
1b5a7b0d530a8c13010e6685c4523d70,0002,True,25.0,1920,1080,728,29.12,h264,
1b96c6307fd122e92c050de1d638fbe3,0005,True,25.0,1920,1080,748,29.92,h264,
1c1c5f5e74d223048d05acd54f5c42c4,0003,True,25.0,1920,1080,749,29.96,h264,
1ce98b558c9788b87adb3e2c03f03a3f,0004,True,25.0,1920,1080,751,30.04,h264,
1d0b09c2124296822ac13568146526bf,0004,True,25.0,1280,720,751,30.04,h264,
1d1edcd19c9ec4942b6cfc8436594c8f,0004,True,25.0,1920,1080,750,30.0,h264,
1d7942d6a2b04be0af408cf16744cc7b,0002,True,25.0,1280,720,741,29.64,h264,
1d7d97e6dd046eff8674305ea27a6a70,0002,True,25.0,1280,720,731,29.24,h264,
1d957fee761842edcb3b06838c6bbabf,0002,True,25.0,1280,720,729,29.16,h264,
1dfc0aa85bdaee02d4f82f1f8a653805,0002,True,25.0,1920,1080,737,29.48,h264,
1e362d94a4ab0106ef9b24bcf9e7fb99,0003,True,25.0,1920,1080,748,29.92,h264,
1e36d0199d6422391ca3f79bb4443625,0001,True,25.0,1280,720,744,29.76,h264,
1f3d5830edc9537fd046e30cff077dc6,0001,True,25.0,1920,1080,728,29.12,h264,
1f58da8a220bdc2e495f891b27051ba3,0006,True,25.0,1280,720,727,29.08,h264,
1f8ef2f14a9c1546f7feddaddd8bdb81,0007,True,25.0,1920,1080,748,29.92,h264,
1fde03f9f84485a988cdd559e4c970b7,0005,True,25.0,1280,720,749,29.96,h264,
20023ba7c91f1adacc6fc146be714387,0003,True,25.0,1920,1080,730,29.2,h264,
20645398e597db02f89b37974105a0d2,0003,True,25.0,1280,720,751,30.04,h264,
206eadaa31a69e3db4c043adc0419713,0007,True,25.0,1920,1080,751,30.04,h264,
2100b7f29ae56ef774324f49c256e5c1,0002,True,25.0,1280,720,749,29.96,h264,
214f2df555c0c6cf299916804af199a3,0006,True,25.0,1920,1080,741,29.64,h264,
215fa0fe96a8c03965cf0188830d2369,0006,True,25.0,1280,720,743,29.72,h264,
2162da2429d894713721bccd67cb7cc6,0006,True,25.0,1920,1080,750,30.0,h264,
21770ad067b5991b93d864b0542b7cab,0002,True,25.0,1920,1080,749,29.96,h264,
21824e937213ab0ff9d6b3b88fa1046a,0004,True,25.0,1920,1080,751,30.04,h264,
2198f7dca3a858ac0d56d7a62648fcc6,0001,True,25.0,1920,1080,741,29.64,h264,
21ad34781f9194f35f28091d3bcd8dab,0005,True,25.0,1920,1080,747,29.88,h264,
21fbe630eff9a16da47d23e8ba807947,0007,True,25.0,1920,1080,732,29.28,h264,
22078807b870e690de3762539a4d51c3,0003,True,25.0,1280,720,749,29.96,h264,
222b8b1fb5e8a8f4da459f63a8a409f7,0001,True,25.0,1280,720,739,29.56,h264,
243a49095c446c6929e4578e6b34954a,0005,True,25.0,1920,1080,730,29.2,h264,
2503f56f73e7e060624f3155afc6237e,0005,True,25.0,1920,1080,749,29.96,h264,
2517003e5ad39c5a4112cf672823f76e,0003,True,25.0,1280,720,736,29.44,h264,
25774cd1fe4e2d5f0f2407a77f1bcd1c,0007,True,25.0,1920,1080,741,29.64,h264,
25d43842a001a3661c75bafc2a65901d,0004,True,25.0,1920,1080,727,29.08,h264,
261c86e82f28cebffa3d8e29278399c9,0006,True,25.0,1920,1080,729,29.16,h264,
264d5d023b68f6e106d27a3b7cc94217,0007,True,25.0,1920,1080,750,30.0,h264,
265cfc5a8105a0f0724d374aca5a4f18,0007,True,25.0,1280,720,733,29.32,h264,
270f0d91a8e967cef9800067cd2e13d1,0004,True,25.0,1920,1080,727,29.08,h264,
273441d7fe3ef8512719a05e786f9327,0004,True,25.0,1280,720,735,29.4,h264,
2734cdb20b84d922a230869dba9c3d48,0005,True,25.0,1280,720,727,29.08,h264,
27354c039c467f2e345525c47f831581,0002,True,25.0,1920,1080,731,29.24,h264,
27560339857cb915323f1d28fffaefbb,0007,True,25.0,1920,1080,740,29.6,h264,
27d28fe04cb984bc0d53ba5c65b8c0e2,0004,True,25.0,1920,1080,741,29.64,h264,
2858ed24853e0bbf8f0384ebea09f2f5,0006,True,25.0,1920,1080,729,29.16,h264,
2859b1c8ce210534d8db02cdbafe79be,0003,True,25.0,1920,1080,742,29.68,h264,
288be7d776a6f3e284ff3978722d9ad3,0007,True,25.0,1280,720,751,30.04,h264,
288e94612ef72f02184900b555fa2461,0001,True,25.0,1920,1080,739,29.56,h264,
29e17d40c1f61244fc469162e74c7783,0003,True,25.0,1920,1080,729,29.16,h264,
29f87d7a2b813aeca52b74b295e51ea3,0002,True,25.0,1920,1080,750,30.0,h264,
2aae90bdd44bff9d96bbf7899df2f2c7,0006,True,25.0,1920,1080,729,29.16,h264,
2b53b9ff8add71b48b4431b6f369d510,0002,True,25.0,1920,1080,751,30.04,h264,
2b97797d4c67a12834aa80800ddc32d4,0006,True,25.0,1920,1080,739,29.56,h264,
2ba3a3e70a4c668953c78e5c9dcbfe61,0001,True,25.0,1280,720,734,29.36,h264,
2bbd912c09e932a60d60630b3ad90540,0003,True,25.0,1920,1080,734,29.36,h264,
2bc31391b802239f8c71032325e4b667,0003,True,25.0,1920,1080,747,29.88,h264,
2bd17290591e014aa359089cba010bd2,0001,True,25.0,1920,1080,746,29.84,h264,
2be478ce6a78ac304a3b17fd1e701ca1,0003,True,25.0,1920,1080,742,29.68,h264,
2c1b1b3f0d241a7b08198b041739915c,0005,True,25.0,1920,1080,740,29.6,h264,
2c7459c0f3ca1272ec8bfcdcd05f8676,0007,True,25.0,1920,1080,740,29.6,h264,
2ca1eb0a6c844bb13c59573410753bfe,0006,True,25.0,1280,720,735,29.4,h264,
2d3526c6874e23a1d0ca7b5264597da5,0004,True,25.0,1280,720,741,29.64,h264,
2ddfebd83af6f58a6b5d2c4613eaa7f0,0004,True,25.0,1280,720,730,29.2,h264,
2de0186f856c52e7cbcfe3317a5ab33a,0004,True,25.0,1920,1080,736,29.44,h264,
2df6083bd93907c9794b4c698f492abd,0001,True,25.0,1920,1080,740,29.6,h264,
2e115b76df11491f0a5898d3cefab132,0001,True,25.0,1280,720,728,29.12,h264,
2e5b4771c2c06df9bb30d1b76eb5bce9,0007,True,25.0,1920,1080,737,29.48,h264,
2e86e18454c238d835575a6fdefc34f5,0004,True,25.0,1920,1080,742,29.68,h264,
2ecee73c2ee0a880331b41481fa66aab,0003,True,25.0,1920,1080,743,29.72,h264,
2f32893a9084f0a83a6fbf1345e9f61a,0004,True,25.0,1920,1080,731,29.24,h264,
2f7e4a809b813191fd14f961bf589713,0001,True,25.0,1920,1080,743,29.72,h264,
2fb09410b892555dc4591ebc1df0615e,0007,True,25.0,1920,1080,739,29.56,h264,
2fe0eeeec48a4ad07ea7d36bdbd67c2d,0006,True,25.0,1920,1080,733,29.32,h264,
300bf848046e67295a4144198bbd4c10,0005,True,25.0,1920,1080,745,29.8,h264,
307052f74de2f0936560cfd322211123,0002,True,25.0,1280,720,741,29.64,h264,
317e8e32857d49b8d34b01be11289ee1,0007,True,25.0,1280,720,745,29.8,h264,
320804f2464dcbfc0dc7593b6b427cca,0003,True,25.0,1920,1080,749,29.96,h264,
325388e9d051c6632f8a8acc5be0e7af,0002,True,25.0,1920,1080,749,29.96,h264,
32aa847182196c94a6bf0a177f7f6647,0001,True,25.0,1920,1080,742,29.68,h264,
32b4f9960b5b5e112e97baa13db65025,0006,True,25.0,1920,1080,736,29.44,h264,
32bad4f5452069b7348f4f6cae168d29,0003,True,25.0,1920,1080,746,29.84,h264,
32cd15ba93e8d01e9ea877e6c35724a6,0005,True,25.0,1920,1080,738,29.52,h264,
32f7accc4d28d7e210ae5b12b9e62c8d,0003,True,25.0,1920,1080,734,29.36,h264,
3316b3f3eb4e92bac9215bad917a59b9,0001,True,25.0,1920,1080,744,29.76,h264,
339d9c91069d92adae109946f0f7f1a2,0004,True,25.0,1920,1080,750,30.0,h264,
33ee57a8f82b1ce7c8508bab03edc985,0002,True,25.0,1920,1080,745,29.8,h264,
3428c030ecb53e6439b4d6ca3115b22a,0004,True,25.0,1920,1080,730,29.2,h264,
35590690846b7603898100bdda1f37b4,0002,True,25.0,1920,1080,732,29.28,h264,
3585b9a23e7369ac7428d04dab618da3,0001,True,25.0,1280,720,747,29.88,h264,
3615b5faf970439ecd29ae51f44f255b,0006,True,25.0,1920,1080,737,29.48,h264,
3625a45035287ccb73a17b867b1a584b,0007,True,25.0,1920,1080,734,29.36,h264,
364f6f35cd0c3b54bc6fc64075c89fd2,0005,True,25.0,1920,1080,739,29.56,h264,
377fb65e254082c415befe1ac406452c,0003,True,25.0,1920,1080,729,29.16,h264,
37a8425d29a223ee70268c4ed4636fc1,0002,True,25.0,1280,720,728,29.12,h264,
37e03dd4447bd4ce146a0d22535b2a85,0002,True,25.0,1920,1080,730,29.2,h264,
37f1a2938bbb571d9693a8070c1e889b,0005,True,25.0,1280,720,749,29.96,h264,
382f77f16d82a0dc0be81979cf812376,0006,True,25.0,1920,1080,737,29.48,h264,
383178ebb5c800b2144f3a283ff708b2,0005,True,25.0,1920,1080,727,29.08,h264,
387d0f85cefc84f7e803282a89817536,0007,True,25.0,1920,1080,731,29.24,h264,
38d4fea633ae248db968f8dc6db69840,0006,True,25.0,1920,1080,751,30.04,h264,
395c556c76f47b7f8ad3414792dc60d2,0007,True,25.0,1280,720,751,30.04,h264,
3a120d9245c93f90915266dedbc6dbd2,0007,True,25.0,1920,1080,743,29.72,h264,
3b0110fd4f1c519ef2397d7741d83169,0002,True,25.0,1920,1080,750,30.0,h264,
3bcf7f12cbd023cff5c68c3ad65766d8,0005,True,25.0,1280,720,742,29.68,h264,
3c0743c41c4929b8a3c14bf89ad2c597,0001,True,25.0,1920,1080,731,29.24,h264,
3c5fe847c63785a150d5dfbee87ffcd1,0003,True,25.0,1280,720,750,30.0,h264,
3ce2f5f4f2959a067ccc5d56ecb0f7ca,0005,True,25.0,1920,1080,727,29.08,h264,
3d03479ba023252fdc21861c260c7eb6,0005,True,25.0,1280,720,736,29.44,h264,
3d3e5e632f7f9f431dcdabb33290a1f6,0002,True,25.0,1920,1080,736,29.44,h264,
3d4527ebabe8493ed4f9ed03ef6510b4,0001,True,25.0,1920,1080,739,29.56,h264,
3da7b28c37d16949939c11643025577f,0003,True,25.0,1920,1080,730,29.2,h264,
3daa1025aa4b14c517002236eb6f3fd9,0004,True,25.0,1920,1080,740,29.6,h264,
3e4762ccedf45efb02d7dfae8d229808,0004,True,25.0,1920,1080,731,29.24,h264,
3e633239877b32bd971366b328a0f0c9,0001,True,25.0,1280,720,748,29.92,h264,
3e93a9f46a9e2e9e225c914708132992,0002,True,25.0,1920,1080,745,29.8,h264,
3f14e5b775c1af77b3ee9dad6090e842,0004,True,25.0,1280,720,751,30.04,h264,
3f2022950f53595f11e9e5215ce74731,0002,True,25.0,1920,1080,736,29.44,h264,
3fb9c8ca949a102f78d26aafd754f26a,0003,True,25.0,1920,1080,729,29.16,h264,
3fd7a193c034cc21650d5a3b33800acc,0006,True,25.0,1920,1080,747,29.88,h264,
425546a5d9f267775d94317a65776264,0001,True,25.0,1920,1080,734,29.36,h264,
42f7843d78e97e6a6d67dd45758cf0b6,0004,True,25.0,1920,1080,728,29.12,h264,
431a05a0c1978f286a67d68fdcf8b5bb,0005,True,25.0,1280,720,728,29.12,h264,
445a1eab58632811d505bf6ece5d9c5d,0003,True,25.0,1920,1080,728,29.12,h264,
453b49eb6f547f13e21a0cbdf5c79abc,0003,True,25.0,1280,720,745,29.8,h264,
454e3f2cd85c8d21ba4a7a6374737481,0003,True,25.0,1920,1080,744,29.76,h264,
45570f4fde916a6306aee88f61aed334,0001,True,25.0,1280,720,733,29.32,h264,
455b8fc8329b659f4685c06d003ac555,0003,True,25.0,1280,720,741,29.64,h264,
455fb94c0cf8b9052e7aa0767f18c9e9,0003,True,25.0,1280,720,728,29.12,h264,
46ef3f291fb521bce9a011f025acd2e7,0003,True,25.0,1280,720,750,30.0,h264,
47016ec3cc01702384aecaeaa0a34b74,0001,True,25.0,1920,1080,737,29.48,h264,
479dfba63b0327f05c371c05a2bc7937,0001,True,25.0,1920,1080,727,29.08,h264,
47a5e617f70bc4a80b5de6d629290f2d,0001,True,25.0,1280,720,751,30.04,h264,
47b529b77c653da7955ea180904e27d9,0007,True,25.0,1920,1080,746,29.84,h264,
482d9a1bab4c6a5ad668580dca5fe69d,0006,True,25.0,1280,720,739,29.56,h264,
4aefc57dcb8fe0b28e48d780e07435c7,0003,True,25.0,1920,1080,742,29.68,h264,
4b07971bbf7a8a2f32a455c9216b30b6,0006,True,25.0,1920,1080,728,29.12,h264,
4b372119cb4026c8c965cbcbbdbbb52e,0004,True,25.0,1280,720,744,29.76,h264,
4b822b2dfd984c4a41bc7b35c40b41c1,0006,True,25.0,1920,1080,740,29.6,h264,
4c5e35aefe41d8283b81e947dc2e563f,0006,True,25.0,1920,1080,738,29.52,h264,
4d068bc51c874a40cceb88ba9db24aee,0001,True,25.0,1920,1080,746,29.84,h264,
4ddb7b3c68b277c592ad217868029ddb,0006,True,25.0,1280,720,745,29.8,h264,
4de58be8945793b65c16fa2c35280dc0,0006,True,25.0,1920,1080,750,30.0,h264,
4dfbf95f8b8f159dc311f5f01f5cf090,0003,True,25.0,1920,1080,734,29.36,h264,
4e4d14dad1d7427dbf2cf51ec161ff7d,0007,True,25.0,1920,1080,746,29.84,h264,
4e9e9423386ef122abd2f90ca53d140b,0005,True,25.0,1920,1080,736,29.44,h264,
4e9ea96435e57ca6696552aca37aeea2,0003,True,25.0,1920,1080,736,29.44,h264,
4ee9a74864a32c845f04ae36c0b50e6a,0001,True,25.0,1280,720,743,29.72,h264,
4f6a703ec17a8c391ad7fffed5e5a1be,0003,True,25.0,1920,1080,739,29.56,h264,
4fcd4215a250ac75d2868bcc7ce75dad,0003,True,25.0,1920,1080,729,29.16,h264,
4fcf8510c4d7788dcf241c092c354ea4,0004,True,25.0,1920,1080,727,29.08,h264,
5016ca1005fac52c23a048d47e73378d,0002,True,25.0,1920,1080,747,29.88,h264,
50208b3aee22ff5231cc4c755c7fa325,0004,True,25.0,1920,1080,731,29.24,h264,
502edf6232559be9ff33b221e44b241b,0002,True,25.0,1280,720,747,29.88,h264,
50a3128a7af88404ba5b1bdf199902c7,0003,True,25.0,1280,720,749,29.96,h264,
510269c93793d9880388494d713290a8,0007,True,25.0,1920,1080,735,29.4,h264,
52695950c0d641452cb44f48dfa4af8d,0004,True,25.0,1280,720,733,29.32,h264,
52787427149146d8ba3b50d22779c76b,0006,True,25.0,1920,1080,737,29.48,h264,
52ec4ad273873f76348dafee4ae22719,0002,True,25.0,1920,1080,729,29.16,h264,
5326fcef0a53311ec6aece8063b85db0,0002,True,25.0,1280,720,732,29.28,h264,
53994288998e1aaa15534b6add36bb28,0007,True,25.0,1920,1080,738,29.52,h264,
53a1071f66a10357d6ea5c0f602d1917,0004,True,25.0,1280,720,737,29.48,h264,
53bd704e766baeafe5f8020165acd25c,0007,True,25.0,1920,1080,748,29.92,h264,
53ffa18362de955e68a8f13238f79541,0005,True,25.0,1280,720,730,29.2,h264,
54891ac980e48ff96a7c56541f3417f4,0003,True,25.0,1920,1080,749,29.96,h264,
55bade5748e66cbb22efbd3768ead06d,0006,True,25.0,1280,720,746,29.84,h264,
56e1612404b2119bcbf0b504b3681df3,0005,True,25.0,1280,720,732,29.28,h264,
5712695f31d8131ae020b20e8e307a6c,0003,True,25.0,1280,720,751,30.04,h264,
57639bbd8f06b6d5989799cf8236d824,0003,True,25.0,1920,1080,738,29.52,h264,
5766d851118cb4c26d645af711fa6aa8,0005,True,25.0,1280,720,743,29.72,h264,
57a25a2ad059e07f38df3846ba259158,0003,True,25.0,1280,720,728,29.12,h264,
57d77bc7d279f6e0abaec326d1809387,0002,True,25.0,1920,1080,730,29.2,h264,
59f135bf1b1480e883e7ae3d360d504b,0007,True,25.0,1920,1080,738,29.52,h264,
5b0ee22a6717af65ec581d3a7d4c430a,0007,True,25.0,1920,1080,730,29.2,h264,
5b2ff64562cf3a6775a97a44dd08f5f2,0002,True,25.0,1280,720,737,29.48,h264,
5b4e71575a0a1b53afcc2a9ed928254d,0007,True,25.0,1920,1080,729,29.16,h264,
5b678088d7262356c62bfe899014dc05,0004,True,25.0,1920,1080,733,29.32,h264,
5b86024b8b5a5df3d75abca8eb146c57,0001,True,25.0,1920,1080,732,29.28,h264,
5b984eb404812b85b445d7f4ddd9f4cd,0002,True,25.0,1920,1080,740,29.6,h264,
5b9df4567162a526dde7469d6f0c15f5,0005,True,25.0,1920,1080,733,29.32,h264,
5bf68e0476cd22f061d16d0036b56180,0007,True,25.0,1280,720,731,29.24,h264,
5c43fff1c0b80121f0f2c25c1841d516,0007,True,25.0,1920,1080,749,29.96,h264,
5cd7be6db0da8c71fb2bad47f65f180c,0007,True,25.0,1280,720,747,29.88,h264,
5ce8e162a2b6eb7a91c1408ef55d6860,0007,True,25.0,1920,1080,743,29.72,h264,
5d1084a660c9288d11b0c94b67755fee,0002,True,25.0,1280,720,743,29.72,h264,
5db865ac69434e321fc3cf089e39558a,0001,True,25.0,1280,720,736,29.44,h264,
5de54291a4620c7d8dae1ad15d2e5f13,0006,True,25.0,1920,1080,750,30.0,h264,
5e6634e45676eeeb6d2e27785bd95e2a,0005,True,25.0,1920,1080,742,29.68,h264,
5e9c978644c6254e130becd62a999565,0006,True,25.0,1920,1080,747,29.88,h264,
5ebd1079c26705c6ed1258d627432c47,0006,True,25.0,1920,1080,735,29.4,h264,
5eee5ed6d55cc8364fe7c0ee763735db,0006,True,25.0,1920,1080,747,29.88,h264,
5efebdd1bf39658deaac27a425c6bb2a,0004,True,25.0,1920,1080,734,29.36,h264,
5f5c484fea625e3ba3428a97e75bcefa,0004,True,25.0,1920,1080,727,29.08,h264,
5f87d28edf658349f0e0a9046b95c351,0002,True,25.0,1920,1080,732,29.28,h264,
5f9b34c3ec1bae55b04ecb4ed63dce0b,0002,True,25.0,1920,1080,742,29.68,h264,
5fe7642acde78b9546532115e9df8d8c,0002,True,25.0,1920,1080,743,29.72,h264,
6011973b95548aac87ea4b2cd8a0177b,0007,True,25.0,1920,1080,742,29.68,h264,
606334f390d56bb22bfd194b2f814288,0004,True,25.0,1280,720,744,29.76,h264,
60c1dff6298f3346df5b14370c77d412,0001,True,25.0,1920,1080,742,29.68,h264,
60fa3cad6d41f765264d10a59502e5cf,0006,True,25.0,1920,1080,729,29.16,h264,
6108a686203f7be75a52118bb723d926,0005,True,25.0,1920,1080,751,30.04,h264,
613f9451fd97bb73770aa331c4fd30f4,0007,True,25.0,1280,720,736,29.44,h264,
62117e638fdda0ee09c1b3d65c09fb44,0006,True,25.0,1920,1080,735,29.4,h264,
631008c6ded295546020ec99b64e6ca1,0002,True,25.0,1920,1080,742,29.68,h264,
632552669694740602f5d3a84bec31aa,0005,True,25.0,1920,1080,751,30.04,h264,
637d65ecb39d7579e3976f9e3b196951,0001,True,25.0,1920,1080,738,29.52,h264,
642b903df1c2ab111863c92837b027b4,0001,True,25.0,1280,720,728,29.12,h264,
64417726c727bd2039637b7378be9871,0003,True,25.0,1920,1080,735,29.4,h264,
64740709a723311a3fbd13bac4feec40,0001,True,25.0,1920,1080,744,29.76,h264,
651ee775650097dfadaa49467d97a45a,0004,True,25.0,1920,1080,747,29.88,h264,
664139212299a4a2e9d00ac3375a6ee6,0002,True,25.0,1280,720,736,29.44,h264,
6680e9291dc15502259d05b7ba04a3a5,0007,True,25.0,1920,1080,750,30.0,h264,
6701ab38a44655b339687ec763426497,0001,True,25.0,1280,720,734,29.36,h264,
6751fada42e7e7e514c81e27f693b10b,0006,True,25.0,1280,720,751,30.04,h264,
678506597ff38c1afda9e214c34dc73c,0007,True,25.0,1920,1080,736,29.44,h264,
67cdb0a5af9228e04a38088173ffbfb0,0003,True,25.0,1280,720,741,29.64,h264,
67f21222da3805893b1206ebc340e8ef,0007,True,25.0,1280,720,751,30.04,h264,
687b491ee3cc046b2a534818d40f5b48,0001,True,25.0,1280,720,733,29.32,h264,
68d83890282630d4ac23b59c4a5f1a45,0001,True,25.0,1920,1080,728,29.12,h264,
68db2f1349c968cd194a72e4569ea882,0003,True,25.0,1920,1080,750,30.0,h264,
696926f13a780f6c060384ad240248c7,0001,True,25.0,1920,1080,750,30.0,h264,
69c06a3edc7dbc55fa7954637151c69f,0007,True,25.0,1920,1080,747,29.88,h264,
6a27194a0ecec71e6d46184e5b6d527b,0004,True,25.0,1920,1080,738,29.52,h264,
6a64ee28e700c7b0d80c0423c43ef662,0002,True,25.0,1920,1080,727,29.08,h264,
6a899286349ba557159b7b6688bd58d4,0005,True,25.0,1280,720,730,29.2,h264,
6ac654704b1a60083da35750633cd8b1,0007,True,25.0,1920,1080,745,29.8,h264,
6af87f421be299906a5eb841b43d791e,0004,True,25.0,1280,720,728,29.12,h264,
